	profile_id_x	other_profile_id_x	score
1047	25.0	6.0	0.6986917687878423
1071	25.0	29.0	0.6971482337947736
299	24.0	7.0	0.8037076636592789
688	24.0	21.0	0.7350451440462241
915	24.0	58.0	0.7105555130266071
931	24.0	64.0	0.7096377789461426
950	24.0	3.0	0.7075300717250184
1023	24.0	89.0	0.7012520916115689
1045	24.0	1.0	0.6988278069049572
1096	24.0	40.0	0.695047206414956
1110	24.0	87.0	0.6931765579093349
1161	24.0	83.0	0.6902175853184918
78	27.0	54.0	0.887103878841849
96	27.0	5.0	0.8759645284235443
161	27.0	18.0	0.8403984936088864
355	27.0	74.0	0.7900568080697863
430	27.0	23.0	0.7729393883503338
475	27.0	13.0	0.7652068306801469
517	27.0	59.0	0.756258121582839
644	27.0	29.0	0.7397005633323286
787	27.0	84.0	0.7242114395952148
815	27.0	88.0	0.7200862718674687
43	26.0	68.0	0.9134077542314802
60	26.0	76.0	0.8963674000724906
124	26.0	99.0	0.8566180297415225
139	26.0	56.0	0.8475490369985139
146	26.0	39.0	0.8444000172143549
173	26.0	96.0	0.837860220013277
263	26.0	95.0	0.8080005650298291
305	26.0	18.0	0.8021563701494152
334	26.0	66.0	0.7951194356209589
471	26.0	97.0	0.7655050456928547
46	29.0	36.0	0.9100979469531929
74	29.0	56.0	0.8896084585674258
87	29.0	53.0	0.8831302041594624
295	29.0	64.0	0.8040261765352654
351	29.0	0.0	0.7906838726788827
356	29.0	13.0	0.7899477962299862
631	29.0	85.0	0.7405280974724454
633	29.0	93.0	0.7403032225585062
645	29.0	27.0	0.7397005633323286
709	29.0	46.0	0.732279804001935
1	28.0	91.0	0.9912944010951623
50	28.0	74.0	0.907346581108236
130	28.0	20.0	0.8536674923032467
283	28.0	16.0	0.8050349069045494
491	28.0	43.0	0.7613305827882044
578	28.0	54.0	0.7466774345107947
594	28.0	7.0	0.74357240630692
738	28.0	25.0	0.729026782157416
836	28.0	60.0	0.7184866995703005
872	28.0	18.0	0.714112082216193
151	31.0	81.0	0.8436614991164129
270	31.0	8.0	0.8073060130638128
273	31.0	47.0	0.8070479296291085
287	31.0	48.0	0.8048561603840091
292	31.0	6.0	0.8041768018570298
323	31.0	76.0	0.7975626723325264
341	31.0	63.0	0.79316167157322
593	31.0	14.0	0.7439407741275614
625	31.0	97.0	0.7414514593480764
911	31.0	17.0	0.7107579087997719
274	30.0	53.0	0.806733654747781
284	30.0	64.0	0.804934162796566
296	30.0	86.0	0.8039392513356073
410	30.0	89.0	0.776788715081332
467	30.0	82.0	0.7665776490251869
715	30.0	10.0	0.7316097689318544
834	30.0	91.0	0.7187539360105554
1020	30.0	67.0	0.701350772275563
1029	30.0	21.0	0.7004790117610112
1109	30.0	29.0	0.693180510378645
157	34.0	4.0	0.8417363469547725
253	34.0	10.0	0.8124516192469473
384	34.0	71.0	0.7813713428025226
672	34.0	7.0	0.7368631646569626
973	34.0	9.0	0.7058560743447337
984	34.0	77.0	0.7047035022164927
1100	34.0	57.0	0.6944099275306641
1137	34.0	8.0	0.6911453770267857
1183	34.0	44.0	0.6891611629206498
1272	34.0	5.0	0.6813372124241301
62	35.0	5.0	0.8948031698803783
540	35.0	47.0	0.7521143505351953
779	35.0	51.0	0.7246413578815619
929	35.0	86.0	0.709667043107341
995	35.0	77.0	0.7038894448937023
1037	35.0	3.0	0.69939790124614
1083	35.0	29.0	0.6962577693368053
1134	35.0	12.0	0.6911685759645165
1187	35.0	64.0	0.6890916976008495
1373	35.0	74.0	0.6737044905453102
76	32.0	69.0	0.8882329326824742
119	32.0	93.0	0.8606150565703603
177	32.0	74.0	0.8371972959169189
192	32.0	40.0	0.8299045096441622
220	32.0	91.0	0.8220739141752705
497	32.0	14.0	0.7599308422375304
585	32.0	71.0	0.7451125211117617
707	32.0	15.0	0.7326741034545314
886	32.0	7.0	0.7127692093771688
904	32.0	85.0	0.7110398048793263
69	33.0	45.0	0.8902769013483912
110	33.0	93.0	0.8684506618764712
134	33.0	89.0	0.8513279095051537
276	33.0	6.0	0.8066840666014604
307	33.0	90.0	0.801891227123166
498	33.0	41.0	0.7588384124184261
608	33.0	73.0	0.7422853767149666
810	33.0	71.0	0.7207129001407523
939	33.0	17.0	0.7085644899771335
1121	33.0	9.0	0.6925930338797015
182	38.0	50.0	0.8345835838376698
539	38.0	67.0	0.7522251675114741
572	38.0	79.0	0.7472146769812227
801	38.0	29.0	0.7211511096525678
807	38.0	80.0	0.7208637601151004
901	38.0	89.0	0.7120176177826192
1313	38.0	57.0	0.6790052714377309
1331	38.0	53.0	0.6767714928018905
1578	38.0	86.0	0.6586105337179062
1600	38.0	59.0	0.6569798062417204
147	39.0	26.0	0.8444000172143549
436	39.0	79.0	0.7721599332605377
461	39.0	63.0	0.7673434271973626
530	39.0	88.0	0.7534386647576623
589	39.0	61.0	0.7440918866972308
726	39.0	80.0	0.7305882009241521
802	39.0	64.0	0.7211264525638703
850	39.0	43.0	0.7169891703584049
909	39.0	16.0	0.7107770058139768
1154	39.0	70.0	0.6903733416501211
41	36.0	75.0	0.9155842118090055
47	36.0	29.0	0.9100979469531929
370	36.0	94.0	0.7859029421518593
856	36.0	48.0	0.7160390730300392
956	36.0	0.0	0.7069341288952106
1103	36.0	61.0	0.6942463317873997
1462	36.0	77.0	0.666976132064502
1472	36.0	69.0	0.6662054122779613
1732	36.0	13.0	0.6476757167732808
1832	36.0	26.0	0.6403238035320353
179	37.0	8.0	0.8369194012056577
488	37.0	41.0	0.7620617579743449
493	37.0	3.0	0.7599582150574967
526	37.0	25.0	0.7545028002098306
722	37.0	58.0	0.7310490552034649
839	37.0	4.0	0.7183807744123852
874	37.0	10.0	0.7140324261550522
1217	37.0	6.0	0.6868635237964208
1302	37.0	63.0	0.6794146117354207
1329	37.0	42.0	0.677108156175453
202	42.0	86.0	0.8284862268632686
311	42.0	88.0	0.8006945505036294
361	42.0	13.0	0.7896598998092179
454	42.0	87.0	0.7679142373643564
564	42.0	45.0	0.7477062869891997
658	42.0	43.0	0.7382087218738296
764	42.0	46.0	0.7259755052079864
946	42.0	90.0	0.7076965322320423
1055	42.0	31.0	0.697995744991203
1292	42.0	59.0	0.6799431112609976
106	43.0	96.0	0.8702808213576229
207	43.0	25.0	0.8269512170782886
344	43.0	6.0	0.7922164864751209
407	43.0	53.0	0.7769285070037301
484	43.0	40.0	0.7621507822188988
490	43.0	28.0	0.7613305827882044
512	43.0	9.0	0.7563775937111823
567	43.0	99.0	0.7475946629880227
659	43.0	42.0	0.7382087218738296
818	43.0	41.0	0.7200612191019446
4	40.0	22.0	0.9638688858648293
26	40.0	12.0	0.9271647153220987
67	40.0	90.0	0.8908239384560214
99	40.0	68.0	0.8748921145456472
193	40.0	32.0	0.8299045096441622
362	40.0	49.0	0.7893256300659951
401	40.0	74.0	0.778028626250598
485	40.0	43.0	0.7621507822188988
600	40.0	83.0	0.7433705715875565
656	40.0	52.0	0.7382742429547736
102	41.0	3.0	0.8743999561947972
187	41.0	63.0	0.8311279858911034
209	41.0	92.0	0.825335786845659
247	41.0	14.0	0.8132569532950171
256	41.0	61.0	0.8118623229047839
489	41.0	37.0	0.7620617579743449
499	41.0	33.0	0.7588384124184261
570	41.0	81.0	0.7474483646378882
758	41.0	51.0	0.7266821760032478
819	41.0	43.0	0.7200612191019446
302	46.0	2.0	0.8021770486095725
399	46.0	76.0	0.7794587871170535
605	46.0	96.0	0.7427027972267644
692	46.0	11.0	0.7349440355985549
708	46.0	29.0	0.732279804001935
765	46.0	42.0	0.7259755052079864
959	46.0	14.0	0.7069156798503644
1151	46.0	51.0	0.6905422219212628
1210	46.0	19.0	0.6872275931063495
1245	46.0	28.0	0.6842582169643701
8	47.0	86.0	0.9605283001902858
14	47.0	92.0	0.9553878545663725
17	47.0	8.0	0.9459684517897605
82	47.0	82.0	0.8853096831660529
225	47.0	68.0	0.820925526322422
272	47.0	31.0	0.8070479296291085
397	47.0	49.0	0.780396852330132
424	47.0	80.0	0.7736336679483214
439	47.0	57.0	0.7704175489768089
541	47.0	35.0	0.7521143505351953
248	44.0	81.0	0.8131572346564937
269	44.0	54.0	0.807576461825163
353	44.0	74.0	0.7904783412240902
561	44.0	79.0	0.748372705075673
882	44.0	92.0	0.7129034383518023
895	44.0	47.0	0.712318602334697
1016	44.0	29.0	0.7017732217314574
1030	44.0	18.0	0.6999832913822323
1035	44.0	67.0	0.6998366375876213
1065	44.0	28.0	0.6976119784490669
3	45.0	53.0	0.9848130370948084
68	45.0	33.0	0.8902769013483912
129	45.0	71.0	0.8547301059942641
235	45.0	76.0	0.8160916796224706
405	45.0	11.0	0.7776787024869327
565	45.0	42.0	0.7477062869891997
1175	45.0	63.0	0.6894754701138541
1193	45.0	19.0	0.6885425855911556
1250	45.0	70.0	0.6833189993282398
1322	45.0	25.0	0.6781619704026506
243	51.0	14.0	0.8139152001901714
382	51.0	99.0	0.7820963255767593
510	51.0	98.0	0.7565623654708421
642	51.0	70.0	0.7399108592001026
667	51.0	7.0	0.7374508522329707
679	51.0	15.0	0.7359367491965292
704	51.0	63.0	0.73327361227969
759	51.0	41.0	0.7266821760032478
778	51.0	35.0	0.7246413578815619
782	51.0	52.0	0.7243180962978739
35	50.0	86.0	0.9227620509433729
73	50.0	48.0	0.889739593089192
183	50.0	38.0	0.8345835838376698
191	50.0	22.0	0.830457531342083
227	50.0	10.0	0.820031915864898
359	50.0	8.0	0.7897006750634069
368	50.0	5.0	0.7867716821937663
375	50.0	91.0	0.7852362605541444
462	50.0	21.0	0.7670674151869713
472	50.0	4.0	0.7652254077382643
155	49.0	97.0	0.842017342593011
363	49.0	40.0	0.7893256300659951
396	49.0	47.0	0.780396852330132
767	49.0	53.0	0.7253500215704334
970	49.0	74.0	0.7059410841154117
1141	49.0	58.0	0.6910169307486489
1342	49.0	16.0	0.6761431128113279
1383	49.0	13.0	0.673364993074948
1544	49.0	64.0	0.6608747591419808
1632	49.0	14.0	0.6546572364665958
72	48.0	50.0	0.889739593089192
162	48.0	10.0	0.8402087602828942
286	48.0	31.0	0.8048561603840091
324	48.0	81.0	0.7966660486700041
427	48.0	91.0	0.7736336082587681
459	48.0	4.0	0.7677629457476994
636	48.0	12.0	0.740190023431591
638	48.0	74.0	0.7401425360022433
691	48.0	72.0	0.7349805219543488
808	48.0	62.0	0.7208216020210934
428	55.0	2.0	0.7731090815259926
861	55.0	4.0	0.7159293710561503
1068	55.0	58.0	0.6974435412408856
1105	55.0	27.0	0.6941440726250888
1267	55.0	73.0	0.6817138957092256
1494	55.0	68.0	0.6643536164229223
1504	55.0	61.0	0.6638736542135232
1517	55.0	50.0	0.6631823759712481
1625	55.0	41.0	0.6551057885939247
1668	55.0	88.0	0.652199524006434
79	54.0	27.0	0.887103878841849
268	54.0	44.0	0.807576461825163
343	54.0	89.0	0.7923593581518127
432	54.0	69.0	0.7725263790388319
579	54.0	28.0	0.7466774345107947
1219	54.0	74.0	0.6865615067650414
1232	54.0	9.0	0.685378046131709
1265	54.0	14.0	0.6819766613142403
1274	54.0	13.0	0.6813331229852496
1441	54.0	15.0	0.6691067588756764
2	53.0	45.0	0.9848130370948084
86	53.0	29.0	0.8831302041594624
169	53.0	63.0	0.8382241180596554
275	53.0	30.0	0.806733654747781
381	53.0	84.0	0.7823367717498356
406	53.0	43.0	0.7769285070037301
408	53.0	62.0	0.7768580485557232
550	53.0	25.0	0.7497491066488944
569	53.0	66.0	0.7475694874250146
766	53.0	49.0	0.7253500215704334
259	52.0	9.0	0.8094828473949354
480	52.0	56.0	0.7629232809880705
657	52.0	40.0	0.7382742429547736
687	52.0	97.0	0.7351315336630467
716	52.0	71.0	0.7315480405844486
783	52.0	51.0	0.7243180962978739
893	52.0	22.0	0.7125384212840952
1147	52.0	50.0	0.6905993014527059
1309	52.0	25.0	0.6792380010070936
1451	52.0	37.0	0.66819018300073
159	59.0	56.0	0.8404980973769581
516	59.0	27.0	0.756258121582839
629	59.0	93.0	0.7405652327707617
855	59.0	43.0	0.7162388263459356
1062	59.0	29.0	0.69764404323048
1200	59.0	2.0	0.6877795482122248
1203	59.0	65.0	0.6876221298329465
1276	59.0	77.0	0.681208504296662
1293	59.0	42.0	0.6799431112609976
1346	59.0	47.0	0.6759027574669243
597	58.0	56.0	0.7435115716421823
723	58.0	37.0	0.7310490552034649
828	58.0	1.0	0.7191766895966777
914	58.0	24.0	0.7105555130266071
960	58.0	5.0	0.7064582199310545
992	58.0	12.0	0.7041535670137113
997	58.0	53.0	0.7038448935596666
1069	58.0	55.0	0.6974435412408856
1078	58.0	85.0	0.6963995664325777
1140	58.0	49.0	0.6910169307486489
117	57.0	73.0	0.8623227274809465
148	57.0	98.0	0.8441837967066321
230	57.0	69.0	0.8185317372278442
266	57.0	19.0	0.8076453609688151
438	57.0	47.0	0.7704175489768089
785	57.0	66.0	0.7242234288729623
793	57.0	96.0	0.7238264784555691
917	57.0	17.0	0.7104943705345071
952	57.0	71.0	0.7074324400134411
1101	57.0	34.0	0.6944099275306641
75	56.0	29.0	0.8896084585674258
109	56.0	79.0	0.8689322408832852
138	56.0	26.0	0.8475490369985139
158	56.0	59.0	0.8404980973769581
442	56.0	75.0	0.7700854119111076
481	56.0	52.0	0.7629232809880705
486	56.0	76.0	0.7620828712665654
596	56.0	58.0	0.7435115716421823
618	56.0	96.0	0.7419180335552271
649	56.0	66.0	0.7392624961115604
168	63.0	53.0	0.8382241180596554
186	63.0	41.0	0.8311279858911034
197	63.0	92.0	0.8286904299834634
340	63.0	31.0	0.79316167157322
460	63.0	39.0	0.7673434271973626
495	63.0	6.0	0.7599377723242812
563	63.0	71.0	0.7483633921994753
664	63.0	69.0	0.7376675754606965
705	63.0	51.0	0.73327361227969
1088	63.0	73.0	0.6954615139398177
204	62.0	10.0	0.8272651018714186
213	62.0	97.0	0.8227080490229725
331	62.0	3.0	0.7959111939064172
366	62.0	60.0	0.7883892241590665
409	62.0	53.0	0.7768580485557232
710	62.0	16.0	0.7320760692218419
718	62.0	70.0	0.7313704015611895
809	62.0	48.0	0.7208216020210934
1113	62.0	82.0	0.692979177752734
1646	62.0	89.0	0.6538681062987566
254	61.0	64.0	0.8122233098013323
257	61.0	41.0	0.8118623229047839
264	61.0	14.0	0.8076945683438422
301	61.0	1.0	0.8029309147945355
446	61.0	93.0	0.769631646213541
588	61.0	39.0	0.7440918866972308
626	61.0	7.0	0.7408601308797761
862	61.0	81.0	0.7157295358491107
1006	61.0	16.0	0.7033768482805952
1058	61.0	20.0	0.6979116558893064
367	60.0	62.0	0.7883892241590665
402	60.0	0.0	0.7779716947179574
611	60.0	25.0	0.7422209882261341
837	60.0	28.0	0.7184866995703005
1220	60.0	14.0	0.6865236870461534
1305	60.0	98.0	0.6792979656766727
1592	60.0	71.0	0.6574853815422776
1830	60.0	29.0	0.640331268089099
1893	60.0	79.0	0.6366000507662726
2019	60.0	21.0	0.6292690289610275
42	68.0	26.0	0.9134077542314802
58	68.0	92.0	0.8979256922809091
98	68.0	40.0	0.8748921145456472
166	68.0	83.0	0.8393112549610259
216	68.0	73.0	0.8222719761072593
224	68.0	47.0	0.820925526322422
701	68.0	70.0	0.7335922541650294
913	68.0	7.0	0.7106569093542943
974	68.0	18.0	0.7058380296514117
998	68.0	43.0	0.7037617244819316
22	69.0	3.0	0.9326489573126613
77	69.0	32.0	0.8882329326824742
113	69.0	64.0	0.8681006241673055
137	69.0	70.0	0.8484984328632003
231	69.0	57.0	0.8185317372278442
318	69.0	92.0	0.7983620576472262
433	69.0	54.0	0.7725263790388319
478	69.0	4.0	0.7647422965664412
520	69.0	25.0	0.7557543900080846
612	69.0	23.0	0.7420261148110898
136	70.0	69.0	0.8484984328632003
250	70.0	2.0	0.8124569336643849
386	70.0	81.0	0.7813389148597052
388	70.0	73.0	0.7808583583601446
434	70.0	15.0	0.7723747614337136
643	70.0	51.0	0.7399108592001026
700	70.0	68.0	0.7335922541650294
719	70.0	62.0	0.7313704015611895
749	70.0	99.0	0.7276215561283371
1155	70.0	39.0	0.6903733416501211
91	71.0	22.0	0.8824883621041614
128	71.0	45.0	0.8547301059942641
385	71.0	34.0	0.7813713428025226
451	71.0	16.0	0.7691009782722101
457	71.0	20.0	0.7678756814096849
529	71.0	3.0	0.7542710672127366
562	71.0	63.0	0.7483633921994753
584	71.0	32.0	0.7451125211117617
717	71.0	52.0	0.7315480405844486
811	71.0	33.0	0.7207129001407523
101	64.0	74.0	0.8744427420241444
112	64.0	69.0	0.8681006241673055
143	64.0	23.0	0.846319351459912
240	64.0	22.0	0.8147251700398976
255	64.0	61.0	0.8122233098013323
285	64.0	30.0	0.804934162796566
294	64.0	29.0	0.8040261765352654
365	64.0	7.0	0.7884879359304959
728	64.0	98.0	0.7305791294779267
794	64.0	96.0	0.723070600760791
13	65.0	85.0	0.9561751633671504
468	65.0	19.0	0.7660973750691239
536	65.0	13.0	0.7522513749655212
733	65.0	23.0	0.7302495749810041
768	65.0	8.0	0.7252175278489593
849	65.0	9.0	0.7175595556340807
871	65.0	4.0	0.7143410908365606
1188	65.0	56.0	0.6889441255861173
1202	65.0	59.0	0.6876221298329465
1223	65.0	69.0	0.6865159664260583
195	66.0	77.0	0.8296309598126828
215	66.0	97.0	0.822350846942353
335	66.0	26.0	0.7951194356209589
440	66.0	73.0	0.7703569681727195
568	66.0	53.0	0.7475694874250146
648	66.0	56.0	0.7392624961115604
682	66.0	98.0	0.7357304010133815
784	66.0	57.0	0.7242234288729623
1431	66.0	84.0	0.6693421726066865
1686	66.0	32.0	0.6512986965354726
84	67.0	88.0	0.8848403919322703
95	67.0	78.0	0.8762280598953455
395	67.0	74.0	0.780425725087701
534	67.0	86.0	0.7532471818722382
538	67.0	38.0	0.7522251675114741
587	67.0	50.0	0.7443613218358683
775	67.0	29.0	0.725066693923957
876	67.0	51.0	0.713609514300543
966	67.0	64.0	0.7060279431618703
1021	67.0	30.0	0.701350772275563
10	76.0	12.0	0.9586708577660839
61	76.0	26.0	0.8963674000724906
234	76.0	45.0	0.8160916796224706
322	76.0	31.0	0.7975626723325264
398	76.0	46.0	0.7794587871170535
487	76.0	56.0	0.7620828712665654
660	76.0	9.0	0.7381555957060315
675	76.0	80.0	0.7363896598488053
680	76.0	21.0	0.7357691261201339
730	76.0	90.0	0.7303899949293864
121	77.0	80.0	0.8600080532028445
